"CountryCode","SeriesCode","DESCRIPTION",
"ABW","IT.CEL.SETS.P2","Servicio di Telecomunicacion di Aruba (SETAR). Directorate of Telecommunication Affairs Aruba",
"ABW","IT.MLT.MAIN.P2","Servicio di Telecomunicacion di Aruba (SETAR). Directorate of Telecommunication Affairs Aruba",
"ABW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ABW","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AFG","IT.CEL.SETS.P2","Ministry of Communications. Ministry of Communications & Information Technology",
"AFG","IT.MLT.MAIN.P2","Ministry of Communications. Ministry of Communications & Information Technology",
"AFG","PA.NUS.PPP","Estimates are based on regression.",
"AFG","PA.NUS.PRVT.PP","Estimates are based on regression.",
"AFG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AFG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AGO","IT.CEL.SETS.P2","Empresa de Telecommunicações de Angola. From 2004: Angolan Institute of Communications.",
"AGO","IT.MLT.MAIN.P2","Empresa de Telecommunicações de Angola. From 2004: Angolan Institute of Communications.",
"AGO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AGO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ALB","IT.CEL.SETS.P2","Albanian Telecom Enterprise. From 2003: Ministry of Transport and Telecommunications. Minister of State for the Reforms and the Relation with the Parliament",
"ALB","IT.MLT.MAIN.P2","Albanian Telecom Enterprise. From 2003: Ministry of Transport and Telecommunications. Minister of State for the Reforms and the Relation with the Parliament",
"ALB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ALB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.POP.TOTL","Data sources : Institute of Statistics, Eurostat",
"AND","SP.DYN.TFRT.IN","Data sources : Eurostat",
"AND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARE","IT.CEL.SETS.P2","Emirates Telecommunications Corporation (ETISALAT). From 2006: Telecommunications Regulatory Authority.",
"ARE","IT.MLT.MAIN.P2","Emirates Telecommunications Corporation (ETISALAT). From 2006: Telecommunications Regulatory Authority.",
"ARE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ARE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARG","IT.CEL.SETS.P2","Comisión Nacional de Comunicaciones.",
"ARG","IT.MLT.MAIN.P2","Comisión Nacional de Comunicaciones.",
"ARG","PA.NUS.PPP","Estimates are based on regression.",
"ARG","PA.NUS.PRVT.PP","Estimates are based on regression.",
"ARG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ARG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARM","IT.CEL.SETS.P2","Ministry of Transport and Communications.",
"ARM","IT.MLT.MAIN.P2","Ministry of Transport and Communications.",
"ARM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ARM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ASM","IT.CEL.SETS.P2","American Samoa Telecommunications Authority.",
"ASM","IT.MLT.MAIN.P2","American Samoa Telecommunications Authority.",
"ASM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ATG","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.",
"ATG","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.",
"ATG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ATG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ATG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AUS","IT.CEL.SETS.P2","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).",
"AUS","IT.MLT.MAIN.P2","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).",
"AUS","SP.ADO.TFRT","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AUS","SP.DYN.TFRT.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.POP.TOTL","Data sources : Australian Bureau of Statistics",
"AUT","IT.CEL.SETS.P2","Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).",
"AUT","IT.MLT.MAIN.P2","Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).",
"AUT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AUT","SP.DYN.TFRT.IN","Data sources : Eurostat",
"AUT","SP.POP.TOTL","Data sources : Eurostat",
"AZE","IT.CEL.SETS.P2","Ministry of Communications and Information Technologies.",
"AZE","IT.MLT.MAIN.P2","Ministry of Communications and Information Technologies.",
"AZE","SP.ADO.TFRT","Including Nagorno-Karabakh.",
"AZE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AZE","SP.DYN.TFRT.IN","Data sources : State Statistical Committee, Eurostat, United Nations World Population Prospects",
"AZE","SP.POP.TOTL","Data sources : Eurostat, State Statistical Committee, United Nations World Population Prospects",
"BDI","IT.CEL.SETS.P2","Until 2001: Office National des Télécommunications (ONATEL). Agence de Régulation et de Contrôle des Télécommunications.",
"BDI","IT.MLT.MAIN.P2","Until 2001: Office National des Télécommunications (ONATEL). Agence de Régulation et de Contrôle des Télécommunications.",
"BDI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BDI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BEL","IT.CEL.SETS.P2","Institut belge des services postaux et des télécommunications (IBPT).",
"BEL","IT.MLT.MAIN.P2","Institut belge des services postaux et des télécommunications (IBPT).",
"BEL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BEL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"BEL","SP.POP.TOTL","Data sources : Eurostat",
"BEN","IT.CEL.SETS.P2","Office des Postes et Télécommunications (OPT).",
"BEN","IT.MLT.MAIN.P2","Office des Postes et Télécommunications (OPT).",
"BEN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BFA","IT.CEL.SETS.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.MLT.MAIN.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BFA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BGD","IT.CEL.SETS.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.MLT.MAIN.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008.",
"BGD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BGD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BGR","IT.CEL.SETS.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.MLT.MAIN.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BGR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"BGR","SP.POP.TOTL","Data sources : Eurostat",
"BHR","IT.CEL.SETS.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.MLT.MAIN.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BHR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BHS","IT.CEL.SETS.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.MLT.MAIN.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BHS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BIH","IT.CEL.SETS.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","IT.MLT.MAIN.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BIH","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BIH","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BLR","IT.CEL.SETS.P2","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","IT.MLT.MAIN.P2","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BLR","SP.DYN.TFRT.IN","Data sources : Eurostat, Center for Demography and Human Ecology, United Nations World Population Prospects",
"BLR","SP.POP.TOTL","Data sources : National Statistical Committee of the Republic of Belarus",
"BLZ","IT.CEL.SETS.P2","Belize Telecommunications Ltd (BTL).",
"BLZ","IT.MLT.MAIN.P2","Belize Telecommunications Ltd (BTL).",
"BLZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BLZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BMU","IT.CEL.SETS.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","IT.MLT.MAIN.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BMU","SP.DYN.TFRT.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.POP.TOTL","Data sources : Bermuda Government Department of Statistics",
"BOL","IT.CEL.SETS.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","IT.MLT.MAIN.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BOL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRA","IT.CEL.SETS.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IT.MLT.MAIN.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BRA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRB","IT.CEL.SETS.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.MLT.MAIN.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BRB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRN","IT.CEL.SETS.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.MLT.MAIN.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BTN","IT.CEL.SETS.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","IT.MLT.MAIN.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BTN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BWA","IT.CEL.SETS.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BWA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CAF","IT.CEL.SETS.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","IT.MLT.MAIN.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CAN","IT.CEL.SETS.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IT.MLT.MAIN.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","SP.DYN.TFRT.IN","Data sources : Statistics Canada, United Nations World Population Prospects",
"CAN","SP.POP.TOTL","Data sources : Statistics Canada",
"CHE","IT.CEL.SETS.P2","Swisscom. From 1999: OFCOM.",
"CHE","IT.MLT.MAIN.P2","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"CHE","SP.POP.TOTL","Data sources : Eurostat",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHL","IT.CEL.SETS.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.MLT.MAIN.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHN","IT.CEL.SETS.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.MLT.MAIN.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"CIV","IT.CEL.SETS.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.MLT.MAIN.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CIV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CMR","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COD","IT.CEL.SETS.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.MLT.MAIN.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COG","IT.CEL.SETS.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.MLT.MAIN.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects, DHS 2010",
"COL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COM","IT.CEL.SETS.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.MLT.MAIN.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"COM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CPV","IT.CEL.SETS.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.MLT.MAIN.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CPV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CRI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUB","IT.CEL.SETS.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.MLT.MAIN.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CUB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CUW","SP.DYN.TFRT.IN","Data sources : Central bureau of Statistics",
"CUW","SP.POP.TOTL","Data sources : Central bureau of Statistics",
"CYM","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CYM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CYP","IT.CEL.SETS.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.MLT.MAIN.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CYP","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CZE","IT.CEL.SETS.P2","Ministry of Economy. Czech Telecommunication Office.",
"CZE","IT.MLT.MAIN.P2","Ministry of Economy. Czech Telecommunication Office.",
"CZE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CZE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"CZE","SP.POP.TOTL","Data sources : Eurostat",
"DEU","IT.CEL.SETS.P2","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post).",
"DEU","IT.MLT.MAIN.P2","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post).",
"DEU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DEU","SP.DYN.TFRT.IN","Data sources : Eurostat",
"DEU","SP.POP.TOTL","Data sources : Eurostat",
"DJI","IT.CEL.SETS.P2","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
"DJI","IT.MLT.MAIN.P2","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
"DJI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DJI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"DJI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"DMA","IT.CEL.SETS.P2","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).",
"DMA","IT.MLT.MAIN.P2","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).",
"DMA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DMA","SP.DYN.TFRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"DMA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"DNK","IT.CEL.SETS.P2","National IT and Telecom Agency.",
"DNK","IT.MLT.MAIN.P2","National IT and Telecom Agency.",
"DNK","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DNK","SP.DYN.TFRT.IN","Data sources : Eurostat",
"DNK","SP.POP.TOTL","Data sources : Eurostat",
"DOM","IT.CEL.SETS.P2","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","IT.MLT.MAIN.P2","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DOM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"DOM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"DZA","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DZA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"DZA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ECU","IT.CEL.SETS.P2","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","IT.MLT.MAIN.P2","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ECU","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ECU","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"EGY","IT.CEL.SETS.P2","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","IT.MLT.MAIN.P2","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.",
"EGY","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"EGY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"EGY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ERI","IT.CEL.SETS.P2","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","IT.MLT.MAIN.P2","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","PA.NUS.PPP","Estimates are based on regression.",
"ERI","PA.NUS.PRVT.PP","Estimates are based on regression.",
"ERI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ERI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ERI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ESP","IT.CEL.SETS.P2","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","IT.MLT.MAIN.P2","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","SP.ADO.TFRT","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ESP","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ESP","SP.POP.TOTL","Data sources : Eurostat",
"EST","IT.CEL.SETS.P2","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","IT.MLT.MAIN.P2","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"EST","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistical Office of Estonia",
"EST","SP.POP.TOTL","Data sources : Eurostat",
"ETH","IT.CEL.SETS.P2","Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.",
"ETH","IT.MLT.MAIN.P2","Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.",
"ETH","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ETH","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ETH","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"FIN","IT.CEL.SETS.P2","Ministry of Transport and Communications. From 2005: Finnish Communications Regulatory Authority.",
